,name2,cluster_labels
606,2017 Tour of the Alps Stage 2,6
607,2017 Tour of the Alps Stage 3,5
608,2017 Tour of the Alps Stage 4,6
609,2017 Tour of the Alps Stage 5,6
610,2017 Tour Poitou-Charentes Stage 1,5
611,2017 Tour Poitou-Charentes Stage 2,5
612,2017 Tour Poitou-Charentes Stage 3-1,2
613,2017 Tour Poitou-Charentes Stage 3-2,0
614,2017 Tour Poitou-Charentes Stage 4,5
615,2017 Tre Valli Varesine,5
616,2017 Tro Bro Leon,6
617,2017 Trofee Maarten Wynants,1
618,2017 Trofeo Alfredo Binda - Comune di Cittiglio,5
619,2017 Trofeo Andratx-Mirador des Colomer,5
620,2017 Trofeo Laigueglia,5
621,2017 Trofeo Matteotti,5
622,2017 Trofeo Palma,5
623,2017 Trofeo Porreres-Felanitx-Ses Salines-Campos,3
624,2017 Trofeo Serra de Tramuntana,5
625,2017 UCI Road World Championships - ITT,0
626,2017 UCI Road World Championships - TTT,3
627,2017 UCI Road World Championships,6
628,2017 UEC European Championships - ITT,0
629,2017 UEC European Championships,3
630,2017 USA Road National Championships - ITT,0
631,2017 USA Road National Championships,1
632,2017 Velothon Wales,6
633,2017 Volta a la Comunitat Valenciana Stage 1,0
634,2017 Volta a la Comunitat Valenciana Stage 2,5
635,2017 Volta a la Comunitat Valenciana Stage 3,6
636,2017 Volta a la Comunitat Valenciana Stage 4,4
637,2017 Volta a la Comunitat Valenciana Stage 5,3
638,2017 Volta a Portugal em Bicicleta Santander Totta Prologue,0
639,2017 Volta a Portugal em Bicicleta Santander Totta Stage 1,6
640,2017 Volta a Portugal em Bicicleta Santander Totta Stage 10,0
641,2017 Volta a Portugal em Bicicleta Santander Totta Stage 2,5
642,2017 Volta a Portugal em Bicicleta Santander Totta Stage 3,5
643,2017 Volta a Portugal em Bicicleta Santander Totta Stage 4,5
644,2017 Volta a Portugal em Bicicleta Santander Totta Stage 5,6
645,2017 Volta a Portugal em Bicicleta Santander Totta Stage 6,5
646,2017 Volta a Portugal em Bicicleta Santander Totta Stage 7,5
647,2017 Volta a Portugal em Bicicleta Santander Totta Stage 8,5
648,2017 Volta a Portugal em Bicicleta Santander Totta Stage 9,4
649,2017 Volta ao Alentejo Stage 1,5
650,2017 Volta ao Alentejo Stage 2,5
651,2017 Volta ao Alentejo Stage 3,5
652,2017 Volta ao Alentejo Stage 4,5
653,2017 Volta ao Alentejo Stage 5,5
654,2017 Volta ao Algarve em Bicicleta Stage 1,5
655,2017 Volta ao Algarve em Bicicleta Stage 2,6
656,2017 Volta ao Algarve em Bicicleta Stage 3,0
657,2017 Volta ao Algarve em Bicicleta Stage 4,5
658,2017 Volta ao Algarve em Bicicleta Stage 5,5
659,2017 Volta Ciclista a Catalunya Stage 1,5
660,2017 Volta Ciclista a Catalunya Stage 2,0
661,2017 Volta Ciclista a Catalunya Stage 3,4
662,2017 Volta Ciclista a Catalunya Stage 4,6
663,2017 Volta Ciclista a Catalunya Stage 5,5
664,2017 Volta Ciclista a Catalunya Stage 6,6
665,2017 Volta Ciclista a Catalunya Stage 7,6
666,2017 Volta Limburg Classic,6
667,2017 VOO-Tour de Wallonie Stage 1,5
668,2017 VOO-Tour de Wallonie Stage 2,5
669,2017 VOO-Tour de Wallonie Stage 3,5
670,2017 VOO-Tour de Wallonie Stage 4,6
671,2017 VOO-Tour de Wallonie Stage 5,5
672,2017 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 1,5
673,2017 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 2,5
674,2017 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 3,0
675,2017 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 4,5
676,2017 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 5,5
677,2017 Vuelta a Asturias Stage 1,6
678,2017 Vuelta a Asturias Stage 2,4
679,2017 Vuelta a Asturias Stage 3,5
680,2017 Vuelta a Burgos Stage 1,5
681,2017 Vuelta a Burgos Stage 2,5
682,2017 Vuelta a Burgos Stage 3,4
683,2017 Vuelta a Burgos Stage 4,3
684,2017 Vuelta a Burgos Stage 5,4
685,2017 Vuelta a Castilla y Leon Stage 1,5
686,2017 Vuelta a Castilla y Leon Stage 2,4
687,2017 Vuelta a Castilla y Leon Stage 3,5
688,2017 Vuelta a Espana Stage 1,0
689,2017 Vuelta a Espana Stage 10,7
690,2017 Vuelta a Espana Stage 11,4
691,2017 Vuelta a Espana Stage 12,6
692,2017 Vuelta a Espana Stage 13,6
693,2017 Vuelta a Espana Stage 14,4
694,2017 Vuelta a Espana Stage 15,4
695,2017 Vuelta a Espana Stage 16,0
696,2017 Vuelta a Espana Stage 17,5
697,2017 Vuelta a Espana Stage 18,5
698,2017 Vuelta a Espana Stage 19,6
699,2017 Vuelta a Espana Stage 2,3
700,2017 Vuelta a Espana Stage 20,4
701,2017 Vuelta a Espana Stage 21,6
702,2017 Vuelta a Espana Stage 3,4
703,2017 Vuelta a Espana Stage 4,6
704,2017 Vuelta a Espana Stage 5,5
705,2017 Vuelta a Espana Stage 6,5
706,2017 Vuelta a Espana Stage 7,6
707,2017 Vuelta a Espana Stage 8,5
708,2017 Vuelta a Espana Stage 9,5
709,2017 Vuelta al Pais Vasco Stage 1,5
710,2017 Vuelta al Pais Vasco Stage 2,5
711,2017 Vuelta al Pais Vasco Stage 3,6
712,2017 Vuelta al Pais Vasco Stage 4,6
713,2017 Vuelta al Pais Vasco Stage 5,5
714,2017 Vuelta al Pais Vasco Stage 6,0
715,2017 Vuelta Ciclista a la Comunidad de Madrid Stage 1,4
716,2017 Vuelta Ciclista a la Comunidad de Madrid Stage 2,5
717,2017 Vuelta Ciclista a la Comunidad de Madrid Stage 3,5
718,2017 Vuelta Ciclista a la Provincia de San Juan Stage 1,5
719,2017 Vuelta Ciclista a la Provincia de San Juan Stage 2,3
720,2017 Vuelta Ciclista a la Provincia de San Juan Stage 3,0
721,2017 Vuelta Ciclista a la Provincia de San Juan Stage 4,1
722,2017 Vuelta Ciclista a la Provincia de San Juan Stage 5,4
723,2017 Vuelta Ciclista a la Provincia de San Juan Stage 6,3
724,2017 Vuelta Ciclista a la Provincia de San Juan Stage 7,3
725,2017 Vuelta Ciclista a la Region de Murcia,5
726,2017 Vuelta Ciclista a La Rioja,5
727,2017 Winston-Salem Cycling Classic,1
728,2017 Women's WorldTour Ronde van Drenthe,3
729,2018 100 Cycle Challenge,2
730,2018 100a Coppa Bernocchi - 43o GP BPM,5
731,2018 103^ Popolarissima,3
732,2018 11esimo Tr. Citta di S. Vendemiano - 58esimo GP Industria & Commercio,1
733,2018 1o Giro del Nordest d'Italia Stage 1,0
734,2018 1o Giro del Nordest d'Italia Stage 2,2
735,2018 1o Giro del Nordest d'Italia Stage 3,2
736,2018 22esimo Gran Premio dell'Arno,5
737,2018 36e SPIE Internationale Juniorendriedaagse Stage 1,0
738,2018 36e SPIE Internationale Juniorendriedaagse Stage 2-1,0
739,2018 36e SPIE Internationale Juniorendriedaagse Stage 2-2,0
740,2018 36e SPIE Internationale Juniorendriedaagse Stage 3,1
741,2018 4 Jours de Dunkerque ,3
742,2018 43. Internationale Cottbuser Junioren-Etappenfahrt Stage 1,2
743,2018 43. Internationale Cottbuser Junioren-Etappenfahrt Stage 2-1,0
744,2018 43. Internationale Cottbuser Junioren-Etappenfahrt Stage 2-2,1
745,2018 43. Internationale Cottbuser Junioren-Etappenfahrt Stage 3,3
746,2018 43esimo Gran Premio Sportivi di Poggiana-43esimo Trofeo Bonin Costruzioni-8o Gran Premio Pasta Zara,6
747,2018 44e Tour de Gironde International Stage 1-1,2
748,2018 44e Tour de Gironde International Stage 1-2,2
749,2018 44e Tour de Gironde International Stage 2,3
750,2018 49o Trofeo Buffoni,1
751,2018 50eme Tour Cycliste International du Haut Var Matin Stage 1,5
752,2018 50eme Tour Cycliste International du Haut Var Matin Stage 2,5
753,2018 54esimo Giro della Regione Friuli Venezia Giulia Stage 1,3
754,2018 54esimo Giro della Regione Friuli Venezia Giulia Stage 2,4
755,2018 54esimo Giro della Regione Friuli Venezia Giulia Stage 3,5
756,2018 57esimo G.P Palio del Recioto,5
757,2018 58 Vuelta a Guatemala Stage 1,2
758,2018 58 Vuelta a Guatemala Stage 10,4
759,2018 58 Vuelta a Guatemala Stage 2,2
760,2018 58 Vuelta a Guatemala Stage 3,4
761,2018 58 Vuelta a Guatemala Stage 4,3
762,2018 58 Vuelta a Guatemala Stage 5,0
763,2018 58 Vuelta a Guatemala Stage 6,4
764,2018 58 Vuelta a Guatemala Stage 7,4
765,2018 58 Vuelta a Guatemala Stage 8,4
766,2018 58 Vuelta a Guatemala Stage 9,4
767,2018 64esimo Trofeo Alcide Degasperi,5
768,2018 6eme Tour des Portes du Pays d'Othe Stage 1,2
769,2018 6eme Tour des Portes du Pays d'Othe Stage 2-1,0
770,2018 6eme Tour des Portes du Pays d'Othe Stage 2-2,2
771,2018 70esimo Trofeo Piva,6
772,2018 72ste Profronde van Noord-Holland,6
773,2018 90o Il Piccolo Lombardia,6
774,2018 A Travers les Hauts de France ,3
775,2018 Abu Dhabi Tour Stage 1,3
776,2018 Abu Dhabi Tour Stage 2,3
777,2018 Abu Dhabi Tour Stage 3,3
778,2018 Abu Dhabi Tour Stage 4,0
779,2018 Abu Dhabi Tour Stage 5,4
780,2018 ACC Asian Road Championships - ITT,0
781,2018 ACC Asian Road Championships - TTT,2
782,2018 ACC Asian Road Championships,3
783,2018 ACC Asian Road Championsihps,2
784,2018 Adriatica Ionica Race,0
785,2018 Africa Cup - Criterium,4
786,2018 Ain Bugey Valromey Tour Stage 1,5
787,2018 Ain Bugey Valromey Tour Stage 2,2
788,2018 Ain Bugey Valromey Tour Stage 3,2
789,2018 Ain Bugey Valromey Tour Stage 4,6
790,2018 Amgen Tour of California Stage 1,3
791,2018 Amgen Tour of California Stage 2,6
792,2018 Amgen Tour of California Stage 3,5
793,2018 Amgen Tour of California Stage 4,0
794,2018 Amgen Tour of California Stage 5,3
795,2018 Amgen Tour of California Stage 6,4
796,2018 Amgen Tour of California Stage 7,5
797,2018 Amstel Gold Race,6
798,2018 Antwerp Port Epic,3
799,2018 Antwerpse Havenpijl,3
800,2018 Arctic Race of Norway Stage 1,5
801,2018 Arctic Race of Norway Stage 2,5
802,2018 Arctic Race of Norway Stage 3,5
803,2018 Arctic Race of Norway Stage 4,5
804,2018 Arno Wallaard Memorial,6
805,2018 Aubel - Thimister - Stavelot Stage 1,2
806,2018 Aubel - Thimister - Stavelot Stage 2-1,2
807,2018 Aubel - Thimister - Stavelot Stage 2-2,5
808,2018 Aubel - Thimister - Stavelot Stage 3,2
809,2018 Australian Road National Championships - Criterium,0
810,2018 Australian Road National Championships - ITT,0
811,2018 Australian Road National Championships,2
812,2018 Austrian Road National Championships - ITT,0
813,2018 Austrian Road National Championships,1
814,2018 Baloise Belgium Tour Stage 1,1
815,2018 Baloise Belgium Tour Stage 2,0
816,2018 Baloise Belgium Tour Stage 3,0
817,2018 Baloise Belgium Tour Stage 4,5
818,2018 Baloise Belgium Tour Stage 5,1
819,2018 Baltic Chain Tour Prologue,0
820,2018 Baltic Chain Tour Stage 1,3
821,2018 Baltic Chain Tour Stage 2,3
822,2018 Baltic Chain Tour Stage 3,3
823,2018 Baltyk - Karkonosze Tour Stage 1,3
824,2018 Baltyk - Karkonosze Tour Stage 2,0
825,2018 Baltyk - Karkonosze Tour Stage 3,6
826,2018 Baltyk - Karkonosze Tour Stage 4,0
827,2018 Baltyk - Karkonosze Tour Stage 5,5
828,2018 Belgian Road National Championships - ITT,0
829,2018 Belgian Road National Championships,1
830,2018 Belgrade Banjaluka Stage 1,3
831,2018 Belgrade Banjaluka Stage 2,3
832,2018 BeNe Ladies Tour Prologue,0
833,2018 BeNe Ladies Tour Stage 1,1
834,2018 BeNe Ladies Tour Stage 2-1,2
835,2018 BeNe Ladies Tour Stage 2-2,0
836,2018 BeNe Ladies Tour Stage 3,1
837,2018 Bernaudeau Junior,5
838,2018 Binche-Chimay-Binche (Memorial Frank Vandenbroucke),5
839,2018 BinckBank Tour Stage 1,0
840,2018 BinckBank Tour Stage 2,0
841,2018 BinckBank Tour Stage 3,3
842,2018 BinckBank Tour Stage 4,3
843,2018 BinckBank Tour Stage 5,6
844,2018 BinckBank Tour Stage 6,6
845,2018 BinckBank Tour Stage 7,1
846,2018 Boels Ladies Tour Prologue,0
847,2018 Boels Ladies Tour Stage 1,6
848,2018 Boels Ladies Tour Stage 2,1
849,2018 Boels Ladies Tour Stage 3,5
850,2018 Boels Ladies Tour Stage 4,6
851,2018 Boels Ladies Tour Stage 5,0
852,2018 Boucles de l'Aulne - Chateaulin,5
853,2018 Boucles de la Mayenne Prologue,0
854,2018 Boucles de la Mayenne Stage 1,5
855,2018 Boucles de la Mayenne Stage 2,6
856,2018 Boucles de la Mayenne Stage 3,5
857,2018 Brabantse Pijl,1
858,2018 Brasilian Road National Championships - ITT,0
859,2018 Brasilian Road National Championships,2
860,2018 Bretagne Classic - Ouest-France,5
861,2018 British Road National Championships - ITT,0
862,2018 British Road National Championships,5
863,2018 Brussels Cycling Classic,6
864,2018 CAC African Road Championships - ITT,2
865,2018 CAC African Road Championships - TTT,2
866,2018 CAC African Road Championships,2
867,2018 Cadel Evans Great Ocean Road Race - Towards Zero Race Melbourne,6
868,2018 Cadel Evans Great Ocean Road Race,3
869,2018 Canadian Road National Championships - ITT,0
870,2018 Canadian Road National Championships,1
871,2018 Carpathian Couriers Race Stage 1,3
872,2018 Carpathian Couriers Race Stage 2-1,2
873,2018 Carpathian Couriers Race Stage 2-2,6
874,2018 Carpathian Couriers Race Stage 3,0
875,2018 Carpathian Couriers Race Stage 4,5
876,2018 Carpathian Couriers Race Stage 5,6
877,2018 Carpathian Couriers Race Stage 6,5
878,2018 Carrefour Market Heistse Pijl,3
879,2018 CCC Tour Stage 1-1,0
880,2018 CCC Tour Stage 1-2,2
881,2018 CCC Tour Stage 2,5
882,2018 CCC Tour Stage 3,5
883,2018 Cholet-Pays de Loire,5
884,2018 Chrono Champenois-Masculin International,0
885,2018 Chrono Champenois-Trophee Europeen,0
886,2018 Chrono de Gatineau,0
887,2018 Chrono des Nations,0
888,2018 Chrono Kristin Armstrong,0
889,2018 Circuit Cycliste Sarthe - Pays de la Loire Stage 1,3
890,2018 Circuit Cycliste Sarthe - Pays de la Loire Stage 2,5
891,2018 Circuit Cycliste Sarthe - Pays de la Loire Stage 3,5
892,2018 Circuit Cycliste Sarthe - Pays de la Loire Stage 4,3
893,2018 Circuit de Wallonie,5
894,2018 Circuit des Ardennes International Stage 1,5
895,2018 Circuit des Ardennes International Stage 2,6
896,2018 Circuit des Ardennes International Stage 3-1,2
897,2018 Circuit des Ardennes International Stage 3-2,6
898,2018 Circuito de Getxo - Memorial Ricardo Otxoa,1
899,2018 Circuito del Porto - Trofeo Arvedi,3
900,2018 Clasica Ciclista San Sebastian,6
901,2018 Classic Loire Atlantique,5
902,2018 Classica Aldeias do Xisto - Cyclin'Portugal,6
903,2018 Classica da Arrabida - Cyclin'Portugal,5
904,2018 Colombia Oro y Paz Stage 1,2
905,2018 Colombia Oro y Paz Stage 2,3
906,2018 Colombia Oro y Paz Stage 3,3
907,2018 Colombia Oro y Paz Stage 4,4
908,2018 Colombia Oro y Paz Stage 5,4
909,2018 Colombia Oro y Paz Stage 6,4
910,2018 Colombian Road National Championships - ITT,0
911,2018 Colombian Road National Championships,4
912,2018 Colorado Classic Stage 1,4
913,2018 Colorado Classic Stage 2,4
914,2018 Colorado Classic Stage 3,4
915,2018 Colorado Classic Stage 4,0
916,2018 Commowealth Games - ITT,0
917,2018 Commowealth Games,1
918,2018 COPACI Campeonato Panamericano de Ruta - ITT,0
919,2018 COPACI Campeonato Panamericano de Ruta,3
920,2018 Coppa Agostoni - Giro delle Brianze,5
921,2018 Coppa della Pace - Trofeo Fratelli Anelli,5
922,2018 Coppa Sabatini,5
923,2018 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 1-1,2
924,2018 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 1-2,6
925,2018 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 2,3
926,2018 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 3,6
927,2018 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 4,3
928,2018 Course de la Paix Grand Prix Priessnitz spa Prologue,0
929,2018 Course de la Paix Grand Prix Priessnitz spa Stage 1,5
930,2018 Course de la Paix Grand Prix Priessnitz spa Stage 2,4
931,2018 Course de la Paix Grand Prix Priessnitz spa Stage 3,5
932,2018 Course de la Paix Juniors Stage 1,5
933,2018 Course de la Paix Juniors Stage 2-1,0
934,2018 Course de la Paix Juniors Stage 2-2,2
935,2018 Course de la Paix Juniors Stage 3,2
936,2018 Course de la Paix Juniors Stage 4,2
937,2018 Criterium du Dauphine Prologue,0
938,2018 Criterium du Dauphine Stage 1,5
939,2018 Criterium du Dauphine Stage 2,5
940,2018 Criterium du Dauphine Stage 3,0
941,2018 Criterium du Dauphine Stage 4,4
942,2018 Criterium du Dauphine Stage 5,4
943,2018 Criterium du Dauphine Stage 6,4
944,2018 Criterium du Dauphine Stage 7,4
945,2018 Croatia-Slovenia,6
946,2018 Croatian Road National Championship ITT,0
947,2018 Croatian Road National Championship,3
948,2018 Cycling Tour of Szeklerland Prologue,0
949,2018 Cycling Tour of Szeklerland Stage 1,5
950,2018 Cycling Tour of Szeklerland Stage 2,6
951,2018 Cycling Tour of Szeklerland Stage 3,5
952,2018 Cycling Tour of Szeklerland Stage 4-1,0
953,2018 Cycling Tour of Szeklerland Stage 4-2,3
954,2018 Czech Cycling Tour Stage 1,0
955,2018 Czech Cycling Tour Stage 2,6
956,2018 Czech Cycling Tour Stage 3,6
957,2018 Czech Cycling Tour Stage 4,5
958,2018 Czech Republic Road National Championship - ITT,2
959,2018 Czech Republic Road National Championship,2
960,2018 Danilith Nokere Koerse voor Juniores,1
961,2018 Danish Road National Championships - ITT,0
962,2018 Danish Road National Championships,3
963,2018 De Brabantse Pijl - La Fleche Brabanconne,1
964,2018 De Kustpijl,3
965,2018 Deutschland Tour Stage 1,6
966,2018 Deutschland Tour Stage 2,6
967,2018 Deutschland Tour Stage 3,5
968,2018 Deutschland Tour Stage 4,6
969,2018 Dookola Mazowsza Prologue,0
970,2018 Dookola Mazowsza Stage 1,1
971,2018 Dookola Mazowsza Stage 2,3
972,2018 Dookola Mazowsza Stage 3,3
973,2018 Drentse Acht van Westerveld,0
974,2018 Driedaagse De Panne-Koksijde,3
975,2018 Druivenkoers - Overijse,1
976,2018 Dubai Tour Stage 1,3
977,2018 Dubai Tour Stage 2,3
978,2018 Dubai Tour Stage 3,8
979,2018 Dubai Tour Stage 4,6
980,2018 Dubai Tour Stage 5,3
981,2018 Duo Normand,0
982,2018 Durango-Durango Emakumeen Saria,5
983,2018 Dutch Road National Championships - ITT,0
984,2018 Dutch Road National Championships,3
985,2018 Dwars door de Vlaamse Ardennen,6
986,2018 Dwars door de Westhoek,3
987,2018 Dwars door het Hageland - Aarschot,6
988,2018 Dwars Door Vlaanderen ,6
989,2018 Dwars door West-Vlaanderen,3
990,2018 Elfstedenronde,3
991,2018 Emakumeen XXX Bira Stage 1,6
992,2018 Emakumeen XXX Bira Stage 2,0
993,2018 Emakumeen XXX Bira Stage 3,5
994,2018 Emakumeen XXX Bira Stage 4,5
995,2018 EPZ Omloop Van Borsele Stage 1,0
996,2018 EPZ Omloop Van Borsele Stage 2,0
997,2018 EPZ Omloop Van Borsele Stage 3,2
998,2018 EPZ Omloop van Borsele,0
999,2018 Erondegemsepijl,1
1000,2018 Eschborn-Frankfurt,6
1001,2018 Estonian Road National Championships - ITT,0
1002,2018 Estonian Road National Championships,5
1003,2018 Etoile de Besseges Stage 1,3
1004,2018 Etoile de Besseges Stage 2,3
1005,2018 Etoile de Besseges Stage 3,6
1006,2018 Etoile de Besseges Stage 4,6
1007,2018 Etoile de Besseges Stage 5,0
1008,2018 Euroeyes Cyclassics,6
1009,2018 Faun Environnement - Classic de l'Ardeche Rhone Crussol,5
1010,2018 Festival Elsy Jacobs Prologue,0
1011,2018 Festival Elsy Jacobs Stage 1,2
1012,2018 Festival Elsy Jacobs Stage 2,5
1013,2018 Finnish Road National Championships - ITT,0
1014,2018 Finnish Road National Championships,5
1015,2018 Five Rings of Moscow Stage 1,0
1016,2018 Five Rings of Moscow Stage 2,5
1017,2018 Five Rings of Moscow Stage 3,1
1018,2018 Five Rings of Moscow Stage 4,5
1019,2018 Five Rings of Moscow Stage 5,1
1020,2018 Flanders Ladies Classic - Sofie De Vuyst (Herzele-Steenhuize),6
1021,2018 Fleche Ardennaise,5
1022,2018 Fleche du Sud Stage 1,2
1023,2018 Fleche du Sud Stage 2,5
1024,2018 Fleche du Sud Stage 3,5
1025,2018 Fleche du Sud Stage 4,5
1026,2018 Fleche du Sud Stage 5,5
1027,2018 French Road National Championships - ITT,0
1028,2018 French Road National Championships,5
1029,2018 Fyen Rundt - Tour of Fyen,6
1030,2018 G.P Eccellenze Valli del Soligo,0
1031,2018 G.P. Nacional 2 de Portugal Stage 1,6
1032,2018 G.P. Nacional 2 de Portugal Stage 2,6
1033,2018 G.P. Nacional 2 de Portugal Stage 3,5
1034,2018 G.P. Nacional 2 de Portugal Stage 4,5
1035,2018 G.P. Nacional 2 de Portugal Stage 5,5
1036,2018 G.P. Sportivi Sovilla-La Piccola Sanremo,5
1037,2018 Gemec Nagydij Prologue,0
1038,2018 Gemec Nagydij Stage 1,6
1039,2018 Gemec Nagydij Stage 2,3
1040,2018 Gent-Wevelgem - Grote Prijs A. Noyelle-Ieper,3
1041,2018 Gent-Wevelgem - Kattekoers-Ieper,6
