Race Name,Constrained,KmeansClust
2017 Tour de Pologne Stage 2,1,3
2017 Tour de Pologne Stage 3,2,1
2017 Tour de Pologne Stage 4,1,7
2017 Tour de Pologne Stage 5,1,5
2017 Tour de Pologne Stage 6,0,4
2017 Tour de Pologne Stage 7,2,1
2017 Tour de Romandie Stage 1,0,1
2017 Tour de Romandie Stage 3,2,8
2017 Tour de Romandie Stage 4,0,4
2017 Tour de Romandie Stage 5,5,0
2017 Tour de Suisse Stage 2,2,8
2017 Tour de Suisse Stage 4,0,1
2017 Tour de Suisse Stage 5,2,4
2017 Tour de Suisse Stage 6,0,4
2017 Tour de Suisse Stage 8,1,7
2017 Tour de Taiwan Stage 1,5,0
2017 Tour de Yorkshire Stage 2,1,8
2017 Tour des Fjords Stage 2,7,6
2017 Tour des Fjords Stage 3,2,2
2017 Tour des Fjords Stage 5,1,5
2017 Tour of California Stage 1,3,7
2017 Tour of California Stage 2,3,1
2017 Tour of Croatia Stage 1,1,7
2017 Tour of Croatia Stage 2,0,4
2017 Tour of Croatia Stage 3,2,1
2017 Tour of Croatia Stage 4,2,1
2017 Tour of Croatia Stage 5,0,4
2017 Tour of Croatia Stage 6,1,7
2017 Tour of Estonia Stage 1,1,3
2017 Tour of Estonia Stage 2,1,3
2017 Tour of Fuzhou Stage 1,2,8
2017 Tour of Fuzhou Stage 5,4,3
2017 Tour of Guangxi Stage 2,4,6
2017 Tour of Guangxi Stage 3,4,3
2017 Tour of Guangxi Stage 5,2,1
2017 Tour of Guangxi Stage 6,2,1
2017 Tour of Hainan Stage 1,1,3
2017 Tour of Hainan Stage 3,6,3
2017 Tour of Hainan Stage 8,7,6
2017 Tour of Hainan Stage 9,4,6
2017 Tour of Norway Stage 1,6,2
2017 Tour of Norway Stage 2,2,2
2017 Tour of Norway Stage 5,4,7
2017 Tour of Oman Stage 5,0,4
2017 Tour of Qinghai Lake Stage 11,7,6
2017 Tour of Qinghai Lake Stage 3,3,4
2017 Tour of Qinghai Lake Stage 4,7,6
2017 Tour of Slovaquie Stage 1,2,1
2017 Tour of Slovaquie Stage 4,1,0
2017 Tour of Slovenia Stage 1,2,8
2017 Tour of Slovenia Stage 2,1,5
2017 Tour of Slovenia Stage 3,0,4
2017 Tour of Slovenia Stage 4,1,5
2017 Tour of Thailand Stage 6,1,7
2017 Tour of the Alps Stage 1,2,1
2017 Tour of the Alps Stage 2,2,1
2017 Tour of the Alps Stage 4,0,4
2017 Tour of the Alps Stage 5,0,4
2017 Volta a la Comunitat Valenciana Stage 3,1,8
2017 Volta a la Comunitat Valenciana Stage 5,1,7
2017 Volta a Portugal em Bicicleta Santander Totta Stage 1,2,8
2017 Volta a Portugal em Bicicleta Santander Totta Stage 5,2,1
2017 Volta a Portugal em Bicicleta Santander Totta Stage 9,0,4
2017 Volta ao Algarve em Bicicleta Stage 2,0,4
2017 Volta Ciclista a Catalunya Stage 4,2,1
2017 Volta Ciclista a Catalunya Stage 6,0,4
2017 Volta Ciclista a Catalunya Stage 7,4,5
2017 VOO-Tour de Wallonie Stage 4,2,7
2017 Vuelta a Asturias Stage 1,2,5
2017 Vuelta a Espana Stage 12,0,4
2017 Vuelta a Espana Stage 13,2,5
2017 Vuelta a Espana Stage 15,0,4
2017 Vuelta a Espana Stage 19,2,1
2017 Vuelta a Espana Stage 2,1,3
2017 Vuelta a Espana Stage 21,1,5
2017 Vuelta a Espana Stage 3,0,4
2017 Vuelta a Espana Stage 4,2,1
2017 Vuelta a Espana Stage 7,0,4
2017 Vuelta al Pais Vasco Stage 3,2,1
2017 Vuelta al Pais Vasco Stage 4,2,1
2017 Vuelta Ciclista a la Provincia de San Juan Stage 2,1,7
2017 Vuelta Ciclista a la Provincia de San Juan Stage 5,0,4
2017 Vuelta Ciclista a la Provincia de San Juan Stage 7,1,3
2018 36e SPIE Internationale Juniorendriedaagse Stage 2-1,5,0
2018 36e SPIE Internationale Juniorendriedaagse Stage 2-2,5,3
2018 Abu Dhabi Tour Stage 3,6,3
2018 Abu Dhabi Tour Stage 4,5,3
2018 Ain Bugey Valromey Tour Stage 3,0,4
2018 Ain Bugey Valromey Tour Stage 4,0,4
2018 Amgen Tour of California Stage 1,6,3
2018 Amgen Tour of California Stage 2,0,4
2018 Amgen Tour of California Stage 6,0,4
2018 Baloise Belgium Tour Stage 2,6,3
2018 Baltic Chain Tour Stage 1,1,7
2018 Baltic Chain Tour Stage 3,1,7
2018 Baltyk - Karkonosze Tour Stage 1,1,5
2018 Baltyk - Karkonosze Tour Stage 2,5,0
2018 Baltyk - Karkonosze Tour Stage 3,2,8
2018 Baltyk - Karkonosze Tour Stage 4,5,8
2018 BinckBank Tour Stage 1,6,3
2018 BinckBank Tour Stage 2,5,3
2018 BinckBank Tour Stage 3,6,3
2018 BinckBank Tour Stage 4,6,3
2018 BinckBank Tour Stage 5,6,3
2018 BinckBank Tour Stage 6,1,3
2018 Boels Ladies Tour Stage 1,1,5
2018 Boels Ladies Tour Stage 4,1,3
2018 Boels Ladies Tour Stage 5,5,3
2018 Boucles de la Mayenne Stage 2,2,2
2018 Carpathian Couriers Race Stage 1,1,7
2018 Carpathian Couriers Race Stage 2-2,1,7
2018 Carpathian Couriers Race Stage 5,1,5
2018 CCC Tour Stage 1-2,5,0
2018 Circuit des Ardennes International Stage 2,2,2
2018 Circuit des Ardennes International Stage 3-2,1,5
2018 Colombia Oro y Paz Stage 6,0,4
2018 Colorado Classic Stage 3,3,1
2018 Colorado Classic Stage 4,3,0
2018 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 1-1,1,5
2018 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 1-2,1,5
2018 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 2,1,7
2018 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 3,2,5
2018 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 4,1,7
2018 Criterium du Dauphine Stage 6,0,4
2018 Criterium du Dauphine Stage 7,0,4
2018 Cycling Tour of Szeklerland Stage 2,1,8
2018 Cycling Tour of Szeklerland Stage 4-2,1,7
2018 Czech Cycling Tour Stage 2,2,1
2018 Czech Cycling Tour Stage 3,2,1
2018 Deutschland Tour Stage 1,1,5
2018 Deutschland Tour Stage 2,2,1
2018 Deutschland Tour Stage 4,2,2
2018 Dubai Tour Stage 4,2,8
2018 Dubai Tour Stage 5,1,3
2018 Emakumeen XXX Bira Stage 1,2,8
2018 EPZ Omloop Van Borsele Stage 2,5,0
2018 EPZ Omloop Van Borsele Stage 3,5,0
2018 Etoile de Besseges Stage 1,1,3
2018 Etoile de Besseges Stage 3,2,5
2018 Etoile de Besseges Stage 4,1,5
2018 G.P. Nacional 2 de Portugal Stage 1,0,4
2018 G.P. Nacional 2 de Portugal Stage 2,2,1
2018 Gemec Nagydij Stage 1,1,5
2018 Giro Ciclistico d' Italia Stage 2,0,4
2018 Giro Ciclistico d' Italia Stage 6,2,8
2018 Giro Ciclistico d' Italia Stage 8,0,4
2018 Giro d'Italia Internazionale Femminile Stage 4,1,5
2018 Giro d'Italia Internazionale Femminile Stage 6,0,4
2018 Giro d'Italia Stage 13,1,5
2018 Giro d'Italia Stage 14,0,4
2018 Giro d'Italia Stage 15,0,4
2018 Giro d'Italia Stage 16,5,0
2018 Giro d'Italia Stage 17,2,1
2018 Giro d'Italia Stage 18,0,4
2018 Giro d'Italia Stage 19,0,4
2018 Giro d'Italia Stage 2,1,5
2018 Giro d'Italia Stage 20,0,4
2018 Giro d'Italia Stage 21,1,3
2018 Giro d'Italia Stage 5,2,8
2018 Giro d'Italia Stage 8,0,4
2018 Giro della Lunigiana Stage 1-1,1,5
2018 Giro della Lunigiana Stage 2,1,5
2018 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Stage 2,1,2
2018 Gracia Orlova Stage 1,1,5
2018 Gracia Orlova Stage 3-2,1,8
2018 Gracia Orlova Stage 4,5,0
2018 Grand Prix Ruebliland Stage 3,2,5
2018 Healthy Ageing Junior Women Tour Stage 1,5,3
2018 Healthy Ageing Tour Stage 2,6,3
2018 Healthy Ageing Tour Stage 3-1,5,0
2018 Healthy Ageing Tour Stage 4,6,3
2018 Int. Osterreich-Rundfahrt-Tour of Austria Stage 2,0,1
2018 Int. Osterreich-Rundfahrt-Tour of Austria Stage 3,0,4
2018 Int. Osterreich-Rundfahrt-Tour of Austria Stage 5,0,4
2018 Int. Osterreich-Rundfahrt-Tour of Austria Stage 8,1,5
2018 International Tour of Rhodes Stage 1,2,1
2018 International Tour of Rhodes Stage 2,2,1
2018 International Tour of Rhodes Stage 3,2,8
2018 Itzulia Basque Country Stage 1,2,1
2018 Itzulia Basque Country Stage 2,2,2
2018 Itzulia Basque Country Stage 4,5,0
2018 Itzulia Basque Country Stage 6,2,1
2018 La Coupe du President de la Ville de Grudziadz Stage 2,5,3
2018 La Coupe du President de la Ville de Grudziadz Stage 3,5,0
2018 La Coupe du President de la Ville de Grudziadz Stage 4,5,0
2018 La Tropicale Amissa Bongo Stage 3,1,7
2018 Ladies Tour of Norway Stage 3,6,3
2018 Le Tour de Bretagne Stage 1,4,3
2018 Le Tour de Filipinas Stage 1,6,3
2018 Le Tour De Langkawi Stage 8,1,5
2018 Le Tour de Savoie Mont Blanc Stage 1,0,4
2018 Le Tour de Savoie Mont Blanc Stage 3,0,4
2018 Le Triptyque des Monts et Chateaux Stage 1,4,3
2018 Lotto Belgium Tour Stage 1,6,3
2018 Lotto Thueringen Ladies Tour Stage 4,1,5
2018 Lotto Thueringen Ladies Tour Stage 6,2,5
2018 Oberoesterreichrundfahrt Stage 3,2,1
2018 Olympia's Tour Stage 1,6,3
2018 Olympia's Tour Stage 3,1,3
2018 Olympia's Tour Stage 4,6,3
2018 Olympia's Tour Stage 5-1,6,3
2018 Olympia's Tour Stage 5-2,5,0
2018 OVO Energy Tour of Britain Stage 1,1,7
2018 OVO Energy Tour of Britain Stage 3,1,5
2018 OVO Energy Tour of Britain Stage 6,2,8
2018 OVO Energy Tour of Britain Stage 7,6,3
2018 OVO Energy Tour of Britain Stage 8,6,3
2018 Paris-Nice Stage 1,1,5
2018 PostNord Danmark Rundt - Tour of Denmark Stage 1,6,3
2018 PostNord Danmark Rundt - Tour of Denmark Stage 2,6,3
2018 PostNord Danmark Rundt - Tour of Denmark Stage 5,1,3
2018 Presidential Cycling Tour of Turkey Stage 1,3,8
2018 Presidential Cycling Tour of Turkey Stage 2,6,3
2018 Presidential Cycling Tour of Turkey Stage 6,2,5
2018 Ras Tailteann Stage 4,2,5
2018 Ras Tailteann Stage 7,2,8
2018 Ras Tailteann Stage 8,6,3
2018 Ronde de l'Isard Stage 1,0,4
2018 Ronde de l'Isard Stage 4,0,4
2018 Santos Tour Down Under Stage 6,6,3
2018 Setmana Ciclista Valenciana Stage 2,1,7
2018 Setmana Ciclista Valenciana Stage 3,2,8
2018 Settimana Internazionale Coppi e Bartali Stage 1-1,1,7
2018 Sibiu Cycling Tour Stage 2,0,4
2018 Sibiu Cycling Tour Stage 3-2,1,5
2018 St. Martinusprijs Kontich Stage 2,6,3
2018 St. Martinusprijs Kontich Stage 3-2,5,3
2018 St. Martinusprijs Kontich Stage 4,6,3
2018 Szlakiem Walk Majora Hubala Stage 1,1,5
2018 Szlakiem Walk Majora Hubala Stage 2-1,1,5
2018 Szlakiem Walk Majora Hubala Stage 3,1,5
2018 The Larry H.Miller Tour of Utah Stage 5,0,4
2018 The Larry H.Miller Tour of Utah Stage 6,0,4
2018 Tirreno-Adriatico Stage 6,2,5
2018 Tirreno-Adriatico Stage 7,5,0
2018 Toscana Terra di Ciclismo Eroica Stage 1,2,1
2018 Tour Alsace Stage 4,0,4
2018 Tour Cycliste International de la Guadeloupe Stage 1,1,3
2018 Tour Cycliste International de la Guadeloupe Stage 2-1,2,8
2018 Tour Cycliste International de la Guadeloupe Stage 3,1,7
2018 Tour Cycliste International de la Guadeloupe Stage 5,1,5
2018 Tour Cycliste International de la Guadeloupe Stage 7,1,5
2018 Tour Cycliste International de la Guadeloupe Stage 8-1,5,3
2018 Tour Cycliste International de la Guadeloupe Stage 9,1,3
2018 Tour de DMZ Stage 4,2,8
2018 Tour de France Stage 1,1,3
2018 Tour de France Stage 11,0,4
2018 Tour de France Stage 12,0,4
2018 Tour de France Stage 13,1,7
2018 Tour de France Stage 14,0,4
2018 Tour de France Stage 18,1,5
2018 Tour de France Stage 19,0,4
2018 Tour de France Stage 21,1,7
2018 Tour de France Stage 4,1,5
2018 Tour de France Stage 8,1,7
2018 Tour de Hongrie Stage 1,2,5
2018 Tour de Hongrie Stage 2,1,5
2018 Tour de Hongrie Stage 3,1,7
2018 Tour de Hongrie Stage 4,1,8
2018 Tour de Hongrie Stage 5,1,5
2018 Tour de Indonesia Stage 1,5,7
2018 Tour De Lombok Mandalika Stage 2,0,4
2018 Tour de Luxembourg Stage 2,1,5
2018 Tour de Luxembourg Stage 4,4,2
2018 Tour de Normandie Stage 2,1,5
2018 Tour de Normandie Stage 6,1,5
2018 Tour de Pologne Stage 2,1,3
2018 Tour de Pologne Stage 3,1,3
2018 Tour de Pologne Stage 4,2,1
2018 Tour de Pologne Stage 7,2,1
2018 Tour de Romandie Stage 2,2,1
2018 Tour de Romandie Stage 4,0,4
2018 Tour de Singkarak Stage 5,2,1
2018 Tour de Suisse Stage 1,1,7
2018 Tour de Suisse Stage 2,2,5
2018 Tour de Suisse Stage 3,2,2
2018 Tour de Suisse Stage 4,0,4
2018 Tour de Suisse Stage 5,0,4
2018 Tour de Suisse Stage 7,0,4
2018 Tour de Taiwan Stage 1,1,7
2018 Tour de Tochigi Stage 2,1,8
2018 Tour de Yorkshire Stage 4,2,1
2018 Tour Des Fjords Stage 1,1,5
2018 Tour Des Fjords Stage 3,2,2
2018 Tour du Faso Stage 2,1,7
2018 Tour du Faso Stage 3,1,3
2018 Tour du Faso Stage 5,1,7
2018 Tour du Faso Stage 9,5,0
2018 Tour du Loir et Cher E Provost Stage 1,1,7
2018 Tour du Pays de Vaud Stage 4,1,5
2018 Tour du Rwanda Stage 7,3,1
2018 Tour of Albania Stage 2,1,7
2018 Tour of Albania Stage 3,1,7
2018 Tour of Albania Stage 4,2,1
2018 Tour of Antalya Stage 1,0,8
2018 Tour of Antalya Stage 2,0,8
2018 Tour of Bihor-Bellotto Stage 2-2,5,0
2018 Tour of Cartier - East Mediterranean Cycling Project Stage 3,1,5
2018 Tour of Croatia Stage 2,2,1
2018 Tour of Croatia Stage 3,0,4
2018 Tour of Croatia Stage 4,2,5
2018 Tour of Croatia Stage 5,0,4
2018 Tour of Croatia Stage 6,1,7
2018 Tour of Estonia Stage 1,1,7
2018 Tour of Estonia Stage 2,1,7
2018 Tour of Fuzhou Stage 2,5,0
2018 Tour of Fuzhou Stage 5,7,6
2018 Tour of Guangxi Stage 3,4,6
2018 Tour of Guangxi Stage 6,7,6
2018 Tour of Hainan Stage 3,4,6
2018 Tour of Hainan Stage 4,1,7
2018 Tour of Hainan Stage 5,4,6
2018 Tour of Hainan Stage 6,7,6
2018 Tour of Malopolska Stage 1,1,5
2018 Tour of Norway Stage 2,1,5
2018 Tour of Norway Stage 4,2,8
2018 Tour of Oman Stage 1,1,7
2018 Tour of Oman Stage 5,0,4
2018 Tour of Qinghai Lake Stage 1,3,4
2018 Tour of Qinghai Lake Stage 2,3,0
2018 Tour of Qinghai Lake Stage 3,7,6
2018 Tour of Qinghai Lake Stage 8,3,0
2018 Tour of Quanzhou Bay Stage 2,0,4
2018 Tour of Slovaquie Stage 3,2,8
2018 Tour of Slovaquie Stage 4,1,7
2018 Tour of Slovenia Stage 2,2,8
2018 Tour of Slovenia Stage 3,2,1
2018 Tour of Slovenia Stage 4,0,4
2018 Tour of Taihu Lake Stage 1,5,0
2018 Tour of The Alps Stage 1,0,4
2018 Tour of The Alps Stage 2,0,4
2018 Tour of The Alps Stage 3,0,4
2018 Tour of Uppsala Stage 1-1,5,0
2018 Tour of Uppsala Stage 1-2,5,3
2018 Tour of Uppsala Stage 2,1,3
2018 Volta a la Comunitat Valenciana Stage 5,1,8
2018 Volta a Portugal em Bicicleta Santander Totta Stage 7,2,8
2018 Volta ao Algarve em Bicicleta Stage 2,0,4
2018 Volta Ciclista a Catalunya Stage 1,2,8
2018 Volta Ciclista a Catalunya Stage 2,2,1
2018 Volta Ciclista a Catalunya Stage 3,0,4
2018 Volta Ciclista a Catalunya Stage 7,2,2
2018 VOO-Tour de Wallonie Stage 2,2,5
2018 VOO-Tour de Wallonie Stage 4,2,5
2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 1,0,4
2018 Vuelta a Burgos Stage 1,1,5
2018 Vuelta a Castilla y Leon Stage 1,2,1
2018 Vuelta a Espana Stage 10,2,8
2018 Vuelta a Espana Stage 12,2,1
2018 Vuelta a Espana Stage 17,0,4
2018 Vuelta a Espana Stage 19,0,4
2018 Vuelta a Espana Stage 20,0,4
2018 Vuelta a Espana Stage 21,5,7
2018 Vuelta a Espana Stage 3,2,1
2018 Vuelta a Espana Stage 4,0,4
2018 Vuelta a Espana Stage 6,2,8
2018 Vuelta a Espana Stage 7,2,1
2018 Vuelta al Tachira en Bicicleta Stage 1,1,7
2018 Vuelta al Tachira en Bicicleta Stage 9,0,4
2018 Vuelta Ciclista a la Comunidad de Madrid Stage 2,2,8
2018 Vuelta Ciclista a la Provincia de San Juan Stage 2,2,5
2018 Vuelta Ciclista a la Provincia de San Juan Stage 3,5,0
2018 Vuelta Ciclista a la Provincia de San Juan Stage 6,1,7
2018 Vuelta Ciclista a la Provincia de San Juan Stage 7,5,0
2018 Vuelta Ciclista del Uruguay Stage 10,1,7
2019 38e SPIE Internationale Juniorendriedaagse Stage 2-1,5,0
2019 38e SPIE Internationale Juniorendriedaagse Stage 2-2,5,0
2019 Baloise Belgium Tour Stage 1,6,3
2019 Baloise Belgium Tour Stage 5,1,7
2019 Baltyk - Karkonosze Tour Stage 1,1,7
2019 Baltyk - Karkonosze Tour Stage 2,5,0
2019 Baltyk - Karkonosze Tour Stage 4,5,8
2019 Belgrade Banjaluka Stage 3,1,5
2019 BeNe Ladies Tour Stage 1,6,3
2019 BeNe Ladies Tour Stage 2-1,5,0
2019 BinckBank Tour Stage 1,6,3
2019 BinckBank Tour Stage 2,6,3
2019 BinckBank Tour Stage 5,1,3
2019 BinckBank Tour Stage 6,5,0
2019 Boels Rentals Ladies Tour Stage 4,1,3
2019 Boels Rentals Ladies Tour Stage 5,1,7
2019 Boucles de la Mayenne Stage 3,1,3
2019 Carpathian Couriers Race Stage 2,2,8
2019 Carpathian Couriers Race Stage 3,2,8
2019 Carpathian Couriers Race Stage 5,1,7
2019 CCC Tour Stage 1-2,1,5
2019 Ceratizit Madrid Challenge by La Vuelta Stage 2,1,7
2019 Colombia 2.1 Stage 6,0,4
2019 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 4,1,7
2019 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 5,2,8
2019 Course de la Paix Juniors Stage 4,1,5
2019 Criterium du Dauphine Stage 1,2,1
2019 Criterium du Dauphine Stage 5,2,1
2019 CRO Race Stage 1,1,5
2019 CRO Race Stage 2,2,5
2019 CRO Race Stage 3,2,1
2019 CRO Race Stage 5,0,4
2019 CRO Race Stage 6,1,3
2019 Cycling Tour of Szeklerland Stage 4-2,1,7
2019 Czech Tour Stage 1,5,0
2019 Czech Tour Stage 4,2,1
2019 Deutschland Tour Stage 1,2,8
2019 Deutschland Tour Stage 2,2,2
2019 Deutschland Tour Stage 4,2,2
2019 Emakummen XXXI Bira Stage 1,6,3
2019 EPZ Omloop van Borsele Stage 2,5,0
2019 EPZ Omloop van Borsele Stage 3,5,0
2019 Etoile de Besseges Stage 1,1,3
2019 Etoile de Besseges Stage 3,2,5
2019 Five Rings of Moscow Stage 1,6,3
2019 Fleche du Sud Stage 2,2,2
2019 Fleche du Sud Stage 4,1,5
2019 Giro Ciclistico d'Italia Stage 2,2,8
2019 Giro Ciclistico d'Italia Stage 5,0,4
2019 Giro Ciclistico d'Italia Stage 6,0,4
2019 Giro Ciclistico d'Italia Stage 7,1,5
2019 Giro Ciclistico d'Italia Stage 8,0,4
2019 Giro Ciclistico d'Italia Stage 9,0,4
2019 Giro Ciclistico della Valle d'Aosta Mont Blanc Stage 2,0,4
2019 Giro Ciclistico della Valle d'Aosta Mont Blanc Stage 3,0,4
2019 Giro Ciclistico della Valle d'Aosta Mont Blanc Stage 5,0,4
2019 Giro d'Italia Internazionale Femminile Stage 2,2,8
2019 Giro d'Italia Internazionale Femminile Stage 3,0,4
2019 Giro d'Italia Internazionale Femminile Stage 4,1,5
2019 Giro d'Italia Internazionale Femminile Stage 5,0,4
2019 Giro d'Italia Internazionale Femminile Stage 7,2,5
2019 Giro d'Italia Stage 1,5,0
2019 Giro d'Italia Stage 11,1,5
2019 Giro d'Italia Stage 16,0,4
2019 Giro d'Italia Stage 17,0,4
2019 Giro d'Italia Stage 18,2,7
2019 Giro d'Italia Stage 19,0,4
2019 Giro d'Italia Stage 20,0,4
2019 Giro d'Italia Stage 21,1,0
2019 Giro d'Italia Stage 6,0,1
2019 Giro d'Italia Stage 7,0,4
2019 Giro della Lunigiana Stage 1,2,8
2019 Giro della Lunigiana Stage 3,2,8
2019 Giro delle Marche in Rosa Stage 1,2,5
2019 Giro di Sicilia - Tour of Sicily Stage 1,2,8
2019 GP Beiras e Serra da Estrela Stage 1,2,8
2019 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Stage 3,1,2
2019 Gracia Orlova Stage 3,2,1
2019 Gracia Orlova Stage 4,1,3
2019 Gree - Tour of Guangxi Stage 1,1,3
2019 Gree - Tour of Guangxi Stage 3,2,5
2019 Gree - Tour of Guangxi Stage 6,4,6
2019 Healthy Ageing Tour Junior Women Tour Stage 2,5,0
2019 Healthy Ageing Tour Junior Women Tour Stage 3,5,3
2019 Healthy Ageing Tour Stage 2,6,3
2019 Healthy Ageing Tour Stage 4-2,5,3
2019 Healthy Ageing Tour Stage 5,6,3
2019 Itzulia Basque Country Stage 2,2,8
2019 Itzulia Basque Country Stage 5,2,1
2019 Keizer der Juniores Stage 1,1,7
2019 La Coupe du President de la Ville de Grudziadz Stage 2,5,0
2019 La Coupe du President de la Ville de Grudziadz Stage 3,5,3
2019 La Coupe du President de la Ville de Grudziadz Stage 4,5,3
2019 La Route d'Occitanie - La Depeche du Midi Stage 2,2,5
2019 Ladies Tour of Norway Stage 4,1,5
2019 Le Tour de Savoie Mont Blanc Stage 3-1,3,7
2019 Le Tour de Savoie Mont Blanc Stage 4,0,4
2019 Lotto Belgium Tour Stage 1,1,3
2019 Lotto Thueringen Ladies Tour Stage 1,1,5
2019 Lotto Thueringen Ladies Tour Stage 4,2,8
2019 Lotto Thueringen Ladies Tour Stage 6,1,0
2019 Oberoesterreichrundfahrt Stage 1,2,5
2019 Okolo Slovenska - Tour de Slovaquie Stage 1-1,1,5
2019 Okolo Slovenska - Tour de Slovaquie Stage 2,0,4
2019 Okolo Slovenska - Tour de Slovaquie Stage 3,2,5
2019 Okolo Slovenska - Tour de Slovaquie Stage 4,1,5
2019 Orlen Grand Prix Stage 1,1,7
2019 Orlen Grand Prix Stage 2,2,1
2019 Osterreich Rundfahrt Stage 2,2,1
2019 Osterreich Rundfahrt Stage 3,0,4
2019 Osterreich Rundfahrt Stage 4,0,4
2019 Osterreich Rundfahrt Stage 5,0,1
2019 Osterreich Rundfahrt Stage 6,0,4
2019 OVO Energy Tour of Britain Stage 3,6,3
2019 OVO Energy Tour of Britain Stage 5,1,7
2019 OVO Energy Tour of Britain Stage 7,1,5
2019 OVO Energy Tour of Britain Stage 8,1,5
2019 Ovo Energy Women's Tour Stage 1,6,3
2019 Ovo Energy Women's Tour Stage 4,1,7
2019 Paris-Nice Stage 1,1,5
2019 Paris-Nice Stage 6,2,8
2019 PostNord Danmark Rundt - Tour of Denmark Stage 1,1,7
2019 PostNord Danmark Rundt - Tour of Denmark Stage 3,1,5
2019 PostNord Danmark Rundt - Tour of Denmark Stage 4,1,7
2019 PostNord Danmark Rundt - Tour of Denmark Stage 5,6,3
2019 Presidential Cycling Tour of Turkey Stage 6,1,5
2019 Ronda Philipinas Stage 5,6,3
