Race Name,Constrained,KmeansClust
2017 Danish Road National Championships,1,3
2017 Dwars door de Westhoek,6,3
2017 Dwars Door Vlaanderen ,6,3
2017 Dwars door West-Vlaanderen - Johan Museeuw Classic,6,3
2017 Elfstedenronde (Bruges Cycling Classic),6,3
2017 EPZ Omloop van Borsele,5,0
2017 Eschborn-Frankfurt 'Rund um den Finanzplatz',2,1
2017 Euroeyes Cyclassics,6,3
2017 Gent-Wevelgem in Flanders Fields,6,3
2017 German Road National Championships,1,2
2017 Giro del Trentino Alto Adige - Sudtirol,2,8
2017 Giro dell'Appennino,2,1
2017 Giro dell'Emilia Internazionale Donne Elite,1,7
2017 Giro dell'Emilia,2,1
2017 GP Stad Zottegem,6,3
2017 Gran Premio Citta di Lugano,2,2
2017 Grand Prix Cycliste de Gatineau - ITT,1,7
2017 Grand Prix Cycliste de Gatineau,1,5
2017 Grand Prix Cycliste de Montreal,6,2
2017 Grand Prix Cycliste de Quebec,2,2
2017 Gree-Tour of Guangxi Women s Elite World Challenge,6,3
2017 Grote Prijs Jean Pierre Monsere,6,3
2017 Il Lombardia,0,4
2017 Italian Road National Championships,2,1
2017 Japan Cup Cycle Road Race,2,2
2017 Kuurne-Bruxelles-Kuurne,6,3
2017 Madrid Challenge by la Vuelta,5,0
2017 Milano - Sanremo,2,1
2017 Netherlands Road National Championships - ITT,5,0
2017 Netherlands Road National Championships,6,3
2017 Omloop Het Nieuwsblad,6,3
2017 Omloop van het Houtland Lichtervelde,6,3
2017 Osterreich Rundfahrt Prologue,5,0
2017 Paris - Roubaix,6,3
2017 Polish National Road Championships - ITT,5,0
2017 Polish National Road Championships,1,5
2017 Primus Classic Impanis - Van Petegem,6,3
2017 PRO Oetztaler 5500,7,4
2017 Prudential RideLondon-Surrey Classic,2,5
2017 Prueba Villafranca-Ordiziako Klasika,2,5
2017 Rad am Ring,2,2
2017 Record Bank E3 Harelbeke,6,3
2017 Ronde van Drenthe,1,3
2017 Ronde van Limburg,6,3
2017 Ronde Van Vlaanderen,6,3
2017 Russian Road National Championships,1,7
2017 Schaal Sels,6,3
2017 Scheldeprijs,1,3
2017 Sibiu Cycling Tour Prologue,5,0
2017 Slovakian Road National Championships,1,7
2017 Sparkassen Muensterland Giro,6,3
2017 Ster ZLM Toer GP Jan van Heeswijk Prologue,5,0
2017 Tacx Pro Classic,6,3
2017 Telkom 947 Cycle Challenge,3,8
2017 Tour de Luxembourg Prologue,5,0
2017 Tour de Yorkshire Women's Race,1,8
2017 Tour du Doubs,2,1
2017 Tour of Slovaquie Prologue,5,0
2017 Tro Bro Leon,6,3
2017 UCI Road World Championships - ITT,5,0
2017 UCI Road World Championships,2,2
2017 UEC European Championships,5,0
2017 Velothon Wales,2,8
2017 Volta Limburg Classic,2,2
2017 Women's WorldTour Ronde van Drenthe,6,3
2018 103^ Popolarissima,6,3
2018 43esimo Gran Premio Sportivi di Poggiana-43esimo Trofeo Bonin Costruzioni-8o Gran Premio Pasta Zara,2,8
2018 70esimo Trofeo Piva,2,2
2018 72ste Profronde van Noord-Holland,1,3
2018 90o Il Piccolo Lombardia,2,1
2018 Adriatica Ionica Race,1,3
2018 Amstel Gold Race,2,2
2018 Antwerp Port Epic,6,3
2018 Antwerpse Havenpijl,6,3
2018 Arno Wallaard Memorial,5,3
2018 Australian Road National Championships - Criterium,5,0
2018 Boels Ladies Tour Prologue,5,0
2018 Brussels Cycling Classic,6,3
2018 Cadel Evans Great Ocean Road Race - Towards Zero Race Melbourne,5,3
2018 Cadel Evans Great Ocean Road Race,1,3
2018 Carrefour Market Heistse Pijl,1,3
2018 Chrono de Gatineau,5,0
2018 Clasica Ciclista San Sebastian,2,1
2018 Classica Aldeias do Xisto - Cyclin'Portugal,2,1
2018 Colombian Road National Championships - ITT,3,0
2018 COPACI Campeonato Panamericano de Ruta,5,0
2018 Croatia-Slovenia,1,5
2018 De Kustpijl,6,3
2018 Drentse Acht van Westerveld,6,3
2018 Driedaagse De Panne-Koksijde,6,3
2018 Dutch Road National Championships - ITT,5,0
2018 Dutch Road National Championships,1,7
2018 Dwars door de Vlaamse Ardennen,6,3
2018 Dwars door de Westhoek,1,3
2018 Dwars door het Hageland - Aarschot,6,3
2018 Dwars Door Vlaanderen ,6,3
2018 Dwars door West-Vlaanderen,6,3
2018 Elfstedenronde,6,3
2018 EPZ Omloop van Borsele,5,0
2018 Eschborn-Frankfurt,2,1
2018 Euroeyes Cyclassics,6,3
2018 Flanders Ladies Classic - Sofie De Vuyst (Herzele-Steenhuize),6,3
2018 French Road National Championships - ITT,5,0
2018 Fyen Rundt - Tour of Fyen,1,3
2018 Gent-Wevelgem - Grote Prijs A. Noyelle-Ieper,6,3
2018 Gent-Wevelgem - Kattekoers-Ieper,1,3
2018 Gent-Wevelgem in Flanders Fields,6,3
2018 German Road National Championship,5,0
2018 Giro dell'Appennino,2,1
2018 Giro dell'Emilia Internazionale Donne Elite,1,7
2018 Gp Adria Mobil,2,1
2018 Gp Capodarco Comunita Di Capodarco,2,2
2018 GP Izola,2,2
2018 GP Kranj,1,0
2018 GP Sofie Goos,5,3
2018 GP Stad Zottegem,6,3
2018 Gran Piemonte,1,5
2018 Gran Premio Industrie del Marmo,2,1
2018 Gran Premio Miguel Indurain,2,1
2018 Grand Prix Alanya,1,5
2018 Grand Prix Cycliste de Gatineau,1,5
2018 Grand Prix Cycliste de Quebec,2,2
2018 Grand Prix Minsk,1,7
2018 Great War Remembrance Race,6,3
2018 Grote Prijs Jean-Pierre Monsere,6,3
2018 Hammer Series - Hammer Hong Kong,5,3
2018 Handzame Classic,6,3
2018 Horizon Park Classic,5,0
2018 Horizon Park Race Maidan,1,3
2018 Horizon Park Race Women Challenge,5,0
2018 Il Lombardia,0,4
2018 Int. Raiffeisen Grand Prix Judendorf-Strassengel,2,2
2018 International Rhodes Grand Prix,2,5
2018 Italian Road National Championships,1,5
2018 Klasika Primavera de Amorebieta,2,1
2018 Koga Slag om Norg,6,3
2018 Kuurne-Bruxelles-Kuurne,6,3
2018 Ljubljana-Domzale-Ljubljana TT,5,0
2018 Luxembourg Road National Championship,5,0
2018 Mediterranean Games,2,1
2018 Memorial Van Coningsloo,6,3
2018 Milano - Sanremo,2,2
2018 Minsk Cup,1,3
2018 Nokere Koerse - Danilith Classic,6,3
2018 Omloop Het Nieuwsblad,6,3
2018 Omloop van het Houtland Lichtervelde,6,3
2018 Polish National Road Championships,1,0
2018 Primus Classic,6,3
2018 Prudential RideLondon-Surrey Classic,2,5
2018 Prueba Villafranca-Ordiziako Klasika,2,2
2018 Puchar Uzdrowisk Karpackich,2,8
2018 PWZ Zuidenveldtour,6,3
2018 Rabobank 7-Dorpenomloop Aalburg,5,0
2018 Rabobank Dorpenomloop Rucphen,6,3
2018 Record Bank E3 Harelbeke,6,3
2018 Ringerike GP,1,5
2018 Ronde van Drenthe,1,7
2018 Ronde van Limburg,6,3
2018 Ronde van Midden Nederland,6,3
2018 Ronde van Overijssel,6,3
2018 Ronde van Vlaanderen Juniores,6,3
2018 Ronde Van Vlaanderen,6,3
2018 Ruota d'Oro - GP Festa del Perdono,2,5
2018 Salverda Omloop van de IJsseldelta,5,0
2018 Scandinavian Race,6,3
2018 Scheldeprijs,6,3
2018 Sibiu Cycling Tour Prologue,5,0
2018 Skive-Lobet,6,3
2018 Slovenian Road National Championships - ITT,5,0
2018 Sparkassen Muensterland Giro,1,3
2018 Sundvolden GP,2,1
2018 Swiss Road National Championship,5,0
2018 Tacx Pro Classic,6,3
2018 Tour Cycliste International La Provence Prologue,5,0
2018 Tour de Kumano Prologue,5,0
2018 Tour de Luxembourg Prologue,5,0
2018 Tour de Okinawa,2,2
2018 Tour du Doubs,2,1
2018 Tour of Guangxi Women's WorldTour,2,1
2018 Tro-Bro Leon,6,3
2018 Trofeo Citta di Brescia,1,3
2018 Trofeo Citta di Loano,2,8
2018 Trofeo Playa de Palma,2,8
2018 UCI Road World Championships,2,8
2018 UEC European Championships - ITT,5,0
2018 UEC European Championships,2,5
2018 V4 Special Series Debrecen - Ibrany,1,3
2018 Veenendaal-Veenendaal Classic,6,3
2018 Visegrad 4 Kerekparverseny,2,8
2018 Volta Limburg Classic,2,5
2018 Women's WorldTour Ronde van Drenthe,6,3
2018 ZLM Tour,5,3
2019 104^ Popolarissima,6,3
2019 44esimo Gran Premio Sportivi di Poggiana-44esimo Trofeo Bonin Costruzioni,2,8
2019 65esimo Trofeo Alcide Degasperi,2,5
2019 Albanian Road National Championships - ITT,1,3
2019 Albanian Road National Championships,2,1
2019 Amstel Gold Race,2,2
2019 Antwerp Port Epic - Sels Trophy,6,3
2019 Arno Wallaard Memorial,5,0
2019 Australian Road National Championships - Criterium,5,0
2019 Austrian Road National Championships - ITT,1,0
2019 Austrian Road National Championships,2,1
2019 Azerbaijan Road National Championships,1,7
2019 Bahamian Road National Championships,0,4
2019 Belgian Road National Championships,6,3
2019 Bredene Koksijde Classic,6,3
2019 Bretagne Classic - Ouest France,2,2
2019 British Road National Championships,1,7
2019 Cadel Evans Great Ocean Road Race - Towards Zero Race Melbourne,5,0
2019 Cadel Evans Great Ocean Road Race,1,7
2019 Chrono de Gatineau,5,0
2019 Clasica Ciclista San Sebastian,2,1
2019 Criterium del Corso - Adriatica Ionica Race,5,0
2019 Croatia - Slovenia,1,5
2019 Czech Republic Road National Championship,5,0
2019 Danilith Nokere Koerse,6,3
2019 De Kustpijl,1,3
2019 Dominican Road National Championships - ITT,1,3
2019 Down Under Classic,5,0
2019 Drentse Acht van Westerveld,6,3
2019 Driedaagse Brugge-De Panne,1,7
2019 Dutch Road National Championships - ITT,5,0
2019 Dutch Road National Championships,1,3
2019 Dwars door de Westhoek,6,3
2019 Dwars door het Hageland,6,3
2019 Dwars door Vlaanderen - A travers la Flandre,6,3
2019 Dwars door Vlaanderen ,6,3
2019 E3 Binckbank Classic,6,3
2019 Elfstedenronde,6,3
2019 EPZ Omloop van Borsele,5,0
2019 Eschborn-Frankfurt,2,1
2019 Estonian Road National Championships,5,0
2019 EuroEyes Cyclassics,6,3
2019 Fleche du Sud Prologue,5,0
2019 Fyen Rundt - Tour of Funen,1,3
2019 Gemenc GP I,1,5
2019 Gemenc GP II,1,5
2019 Gent-Wevelgem in Flanders Fields,6,3
2019 Giro dell'Appennino,2,1
2019 Giro dell'Emilia Internazionale Donne Elite,1,7
2019 Gp Adria Mobil,2,1
2019 Gp Capodarco Comunita Di Capodarco,2,2
2019 GP Kranj,1,7
2019 GP Slovenia Istria,2,2
2019 GP Stad Zottegem,6,3
2019 Gran Premio Industrie del Marmo,2,1
2019 Gran Premio Miguel Indurain,2,1
2019 Grand Prix Cycliste de Gatineau,1,5
2019 Grand Prix Cycliste de Montreal,6,2
2019 Grand Prix Cycliste de Quebec,2,2
2019 Grand Prix Minsk,1,3
2019 Grand Prix Velo Alanya,1,5
2019 Gylne Gutuer,6,2
2019 Heylen Vastgoed Heistse Pijl,6,3
2019 Horizon Park Race Classic,1,2
2019 Horizon Park Race Maidan,1,3
2019 Hungarian Road National Championships - ITT,5,0
2019 Il Lombardia,0,4
2019 Int. Raiffeisen Grand Prix Judendorf-Strassengel,2,2
2019 Jamaican Road National Championships,1,3
2019 Juegos Deportivos Panamericanos Lima 2019 - ITT,5,0
2019 Kazakhstani Road National Championships - ITT,6,3
2019 Kievskaya Sotka Women Challenge,6,3
2019 Klasika Primavera de Amorebieta,2,1
2019 KOGA Slag om Norg,6,3
2019 Kosovian Road National Championships,0,4
2019 La Fleche Wallonne,2,2
2019 La Picto-Charentaise,6,3
2019 Latvian Road National Championships - ITT,5,0
2019 Lebanese Road National Championships,0,4
2019 Mauritian Road National Championships - ITT,2,8
2019 Memorial Rik Van Steenbergen - Kempen Classic,6,3
2019 Milano - Sanremo,2,2
2019 Minsk 2019 European Games Road Race - ITT,5,0
2019 Minsk 2019 European Games Road Race,1,3
2019 Minsk Cup,1,3
2019 Odessa Grand Prix,5,3
2019 Omloop Het Nieuwsblad Elite,6,3
2019 Polish National Road Championships,1,0
2019 Postnord UCI WWT Vargarda WestSweden RR,6,3
2019 Primus Classic,6,3
2019 Prudential RideLondon-Surrey Classic,2,5
2019 Prueba Villafranca-Ordiziako Klasika,2,2
2019 Puchar Uzdrowisk Karpackich,2,8
2019 PWZ Zuidenveld Tour,6,3
2019 Rabobank Dorpenomloop Rucphen,6,3
2019 Rhodes Grand Prix,2,5
2019 Ringerike GP,1,5
2019 Road Elite Carribean Championships - ITT,5,3
2019 Road Elite Carribean Championships,5,0
2019 Romanian Road National Championships,1,0
2019 Ronde van Drenthe,6,3
2019 Ronde van Limburg,6,3
2019 Ronde van Overijssel,1,3
2019 Ronde Van Vlaanderen,6,3
2019 Rund um Koln,2,2
2019 Ruota d'Oro - GP Festa del Perdono,2,5
2019 Salverda Omloop van de IJsseldeta,5,0
2019 Scandinavian Race,6,3
2019 Scheldeprijs,6,3
2019 Serbian Road National Championships - ITT,0,4
2019 Sibiu Cycling Tour Prologue,5,0
2019 Skive-Lobet,6,3
2019 Slovakian Road National Championship,5,0
2019 Sundvolden GP,2,8
2019 Tacx Pro Classic,6,3
2019 Tour de Kumano Prologue,5,0
2019 Tour de l'Eurometropole,1,3
2019 Tour de Okinawa,2,1
2019 Tour de Romandie Prologue,5,0
2019 Tour du Doubs,2,1
2019 Tour of Estonia Prologue,5,0
2019 Tour of Guangxi Women's WorldTour,2,1
2019 Tour of Taiyuan International Women's Road Cycling Race,0,4
2019 Tro Bro Leon,6,3
2019 Trofeo Citta di Brescia,6,3
2019 Trofeo Palma,2,8
2019 UCI Road World Championships - ITT,1,3
2019 UCI Road World Championships - Mixed Relay TTT,6,3
2019 UCI Road World Championships,1,5
2019 UEC European Championships - ITT,5,0
2019 UEC European Championships - Mixed Relay TTT,5,0
2019 UEC European Championships,5,0
2019 Ukrainian Road National Championships,1,7
2019 V4 Special Series Vasarosnameny - Ibrany,5,3
2019 V4 Special Series Vasarosnameny - Nyiregyhaza,5,0
2019 Veenendaal-Veenendaal Classic,6,3
2019 Visegrad 4 Kerekparverseny,2,8
2019 Volta Limburg Classic,2,2
2019 VR Women ITT,5,0
2019 Vuelta a la Comunitat Valenciana Feminas,5,3
2019 Women's WorldTour Ronde van Drenthe,6,3
2019 Youngster Coast Challenge,6,3
2020 13esimo Tr. Citta di S. Vendemiano - 60esimo GP Industria & Commercio,2,2
2020 60th Craft Ster Van Zwolle,6,3
2020 AG Driedaagse Brugge-De Panne,6,3
2020 Antwerp Port Epic ,6,3
2020 Australian Road National Championships - Criterium,5,0
2020 Azerbaijan Road National Championships,1,7
2020 Belarus Road National Championships,1,0
2020 Belgian Road National Championships,6,3
2020 Brussels Cycling Classic,6,3
2020 Cadel Evans Great Ocean Road Race,1,5
2020 Carpathian Couriers Race,2,5
2020 Danish Road National Championships - ITT,5,0
2020 Dominican Road National Championships - ITT,1,3
2020 Dorpenomloop Rucphen,6,3
2020 Dutch Road National Championships,1,3
2020 Gent-Wevelgem In Flanders Fields,1,5
2020 Gipuzkoa Klasika,1,5
2020 Giro dell'Appennino,2,1
2020 Giro dell'Emilia,2,1
2020 GP Kranj,1,7
2020 GP Manavgat,1,8
2020 Gran Premio de la Patagonia,1,5
2020 Grote prijs Jean-Pierre Monsere,6,3
2020 Gylne Gutuer,6,2
2020 Hungarian Road National Championships - ITT,5,0
2020 Hungarian Road National Championships,1,5
2020 Il Lombardia,0,4
2020 International Rhodes Grand Prix,2,5
2020 Israeli Road National Championships,0,8
2020 Italian Road National Championships,2,2
2020 Kuurne-Brussel-Kuurne Juniors,6,3
2020 Kuurne-Bruxelles-Kuurne,6,3
2020 La Course by Le Tour de France,2,8
2020 Malaysian International Classic Race,6,3
2020 Omloop Het Nieuwsblad,6,3
2020 Paris-Camembert,2,2
2020 Polish Road National Road Championships - ITT,5,0
2020 Prueba Villafranca-Ordiziako Klasika,2,2
2020 Ronde van Vlaanderen,6,3
2020 Russian Road National Championship - ITT,5,0
2020 Russian Road National Championship,1,7
2020 Scheldeprijs,6,3
2020 Sibiu Cycling Tour Prologue,5,0
2020 Singaporean Road National Championships,0,4
2020 Spanish Road National Championships - ITT,5,8
2020 Tour Bitwa Warszawska 1920 Prologue,5,0
2020 Trofeo Playa de Palma - Palma,2,8
2020 Ukrainian Road National Championships,1,7
2020 Vuelta CV Feminas,1,0
2021 45e Dorpenomloop Rucphen,6,3
2021 45esimo Gran Premio Sportivi di Poggiana - 45esimo Trofeo Bonin Costruzioni,2,5
2021 Albert Achterhes Profronde van Drenthe,6,3
2021 Amstel Gold Race Ladies Edition,1,5
2021 Amstel Gold Race,1,2
2021 Antwerp Port Epic ,6,3
2021 Australian Road National Championships - Criterium,5,0
2021 Austrian Road National Championships,2,5
2021 Baloise Ladies Tour Prologue,5,0
2021 Bredene Koksijde Classic,1,3
2021 British Road National Championships,1,7
2021 Brussels Cycling Classic,6,3
2021 CAC African Road Championships - Mixed Relay TTT - ME,5,0
2021 Classic Grand Besancon Doubs,2,5
2021 Czech Republic Road National Championship,5,0
2021 Danilith Nokere Koerse,6,3
2021 Danish Road National Championships - ITT,5,0
2021 Danish Road National Championships,1,3
2021 Donostia San Sebastian Klasikoa Women,2,1
2021 Donostia San Sebastian Klasikoa,0,1
2021 Drentse Acht van Westerveld,6,3
2021 Dutch Road National Championships - ITT,5,0
2021 Dwars door de Westhoek,6,3
2021 E3 Saxo Bank Classic,6,3
2021 Elfstedenronde,6,3
2021 Eschborn-Frankfurt,2,1
2021 Fyn Rundt - Tour of Funen,6,3
2021 Gent-Wevelgem in Flanders Fields,1,7
2021 Giro d'Italia Criterium,5,0
2021 Giro del Veneto,2,8
2021 Giro dell'Appennino,2,1
2021 Giro dell'Emilia,2,1
2021 GP Adria Mobil,2,1
2021 Gp Capodarco Comunita Di Capodarco,2,2
2021 GP Kranj,1,3
2021 GP Slovenia,1,7
2021 Gran Premio Miguel Indurain,2,1
2021 Grand Prix Gundogmus,0,4
2021 Grand Prix Herning,1,3
2021 Grand Prix Velo Alanya,0,4
2021 Grote prijs Jean-Pierre Monsere,6,3
2021 Heylen Vastgoed Heistse Pijl,1,3
2021 Hungarian Road National Championships - ITT,5,0
2021 Il Lombardia,0,4
2021 International Rhodes GP Powered by Mitsis Hotels,2,5
2021 Italian Road National Championships,2,5
2021 Kuurne - Bruxelles - Kuurne,6,3
2021 Milano - Torino,2,8
2021 Milano-Sanremo,2,2
2021 Miron Women's WorldTour Ronde van Drenthe,6,3
2021 Netherlands Road National Championships,6,3
2021 Omloop Het Nieuwsblad Elite,6,3
2021 Omloop Het Nieuwsblad-vrouwen elite ,6,3
2021 One Belt One Road Nation's Cup Hungary Prologue,5,0
2021 Oxyclean Classic Brugge-De Panne,6,3
2021 Pan American Youth Games,3,8
2021 Paris-Roubaix Femmes,6,3
2021 Paris-Roubaix,6,3
2021 Polish National Road Championships,5,0
2021 Primus Classic,6,3
2021 Prueba Villafranca - Ordiziako Klasika,2,2
2021 PWZ Zuidenveld Tour,6,3
2021 Ronde van de Achterhoek,6,3
2021 Ronde van Vlaanderen - Tour des Flandres,6,3
2021 Ruota d'Oro - GP Festa del Perdono,2,5
2021 Russian Road National Championship,2,2
2021 Scheldeprijs vrouwen elite,6,3
2021 Scheldeprijs,6,3
2021 Sibiu Cycling Tour Prologue,5,0
2021 Simac Ladies Tour Prologue,1,3
2021 Slovakian Road National Championship,5,0
2021 Slovenian Road National Championships - ITT,5,0
2021 Sparkassen Munsterland Giro,1,3
2021 Tour de la Mirabelle Prologue,5,0
2021 UCI Road World Championships - ITT,5,0
2021 UCI Road World Championships - Mixed Relay TTT,5,0
2021 UCI Road World Championships,1,0
2021 UEC European Championships - Mixed Relay TTT,5,0
2021 UEC European Championships,2,5
2021 Visegrad 4 Bicycle Race Grand Prix Poland,1,3
2021 Visegrad 4 Kerekparverseny,2,8
2022 Albert Achterhes Profronde van Drenthe,1,3
2022 Amstel Gold Race Ladies Edition,1,5
2022 Amstel Gold Race,2,2
2022 Antwerp Port Epic ,6,3
2022 Arno Wallaard Memorial,4,3
2022 Asian Road Cycling Championships - ITT,0,4
2022 Asian Road Cycling Championships - TTT,5,0
2022 Australian Road National Championships - Criterium,5,0
2022 Bloeizone Elfsteden Fryslan,1,3
2022 Bredene Koksijde Classic,1,3
2022 Brussels Cycling Classic,6,3
2022 Clasica de Almeria,2,8
2022 Classica Comunitat Valenciana 1969 - Gran Premi Valencia,2,8
2022 Course Cycliste de Solidarnosc et des Champions Olympiques,0,4
2022 Danilith Nokere Koerse,6,3
2022 Dorpenomloop Rucphen,6,3
2022 Dwars door de Westhoek,1,3
2022 Dwars door Vlaanderen ,6,3
2022 E3 Saxo Bank Classic,6,3
2022 Elfstedenronde Brugge,6,3
2022 EPZ Omloop van Borsele,5,0
2022 Eschborn-Frankfurt,2,1
2022 Exterioo Classic Brugge-De Panne,6,3
2022 Fyn Rundt - Tour of Funen,1,5
2022 Gent-Wevelgem ,6,3
2022 Gent-Wevelgem in Flanders Fields,6,3
2022 GP Adria Mobil,2,1
2022 GP Vipava Valley & Crossborder Goriska,1,2
2022 Gran Premio della Liberazione,5,3
2022 Gran Premio Industrie del Marmo,2,1
2022 Grand Prix Manavgat Side,6,3
2022 Grand Prix Mediterrennean,0,4
2022 Grand Prix Megasaray,1,7
2022 Grand Prix Nasielsk-Serock,1,0
2022 Grand Prix Plonsk,5,0
2022 Grand Prix Velo Alanya,0,4
2022 Grote prijs Jean - Pierre Monsere,1,3
2022 Hellenic Road National Championships,5,0
2022 Heylen Vastgoed Heistse Pijl,1,3
2022 Itzulia Basque Country Prologue,5,0
2022 Kuurne - Brussel - Kuurne Juniors,1,3
2022 Kuurne - Bruxelles - Kuurne,4,6
2022 Ladies Tour of Estonia,5,0
2022 Leiedal Koerse,6,3
2022 Lotto Belgium Tour,0,4
2022 Memorial Philippe Van Coningsloo,6,3
2022 Milano-Sanremo,2,5
2022 Minerva Classic Brugge-De Panne,6,3
2022 Miron Ronde van Drenthe,1,7
2022 National Road Championships - Argentina,5,0
2022 Netherlands Road National Championships,6,3
2022 Oceania Road Championships,1,5
2022 Omloop Het Nieuwsblad Elite,4,3
2022 Omloop Het Nieuwsblad-vrouwen elite ,6,3
2022 Paris - Camembert,2,2
2022 Paris-Roubaix,6,3
2022 Plonsk Mayor's Cup,2,8
2022 PWZ Zuidenveld Tour,6,3
2022 Ringerike GP,2,2
2022 Ronde van Limburg,4,6
2022 Ronde van Overijssel,6,3
2022 Ronde van Vlaanderen - Tour des Flandres,6,3
2022 Rund um Koln,2,2
2022 Scheldeprijs vrouwen elite,5,3
2022 Scheldeprijs,1,7
2022 Sundvolden GP,2,1
2022 Swiss Road National Championships,2,2
2022 Tour de la Mirabelle Prologue,5,0
2022 Tour of Estonia Prologue,5,0
2022 Trofeo Alcide Degasperi,2,5
2022 Trofeo Serra de Tramuntana (Lloseta),0,4
2022 UCI Road World Championships - ITT,5,0
2022 UCI Road World Championships - Mixed Relay TTT,4,6
2022 UCI Road World Championships,1,5
2022 Veenendaal - Veenendaal Classic,1,3
2022 Veenendaal-Veenendaal Classic,6,3
2022 Volta Limburg Classic,2,5
2022 Youngster Coast Challenge,1,0
2022 ZLM Omloop der Kempen Ladies,4,0
2017 Abu Dhabi Tour Stage 2,4,3
2017 Arctic Race of Norway Stage 3,2,5
2017 Arctic Race of Norway Stage 4,6,3
2017 Baloise Belgium Tour Stage 1,6,3
2017 Baloise Belgium Tour Stage 5,6,3
2017 BeNe Ladies Tour Stage 1,5,3
2017 BinckBank Tour Stage 1,1,3
2017 BinckBank Tour Stage 2,5,0
2017 BinckBank Tour Stage 4,6,3
2017 BinckBank Tour Stage 5,6,3
2017 BinckBank Tour Stage 6,2,1
2017 BinckBank Tour Stage 7,6,3
2017 Boels Rentals Ladies Tour Stage 1,1,3
2017 Boels Rentals Ladies Tour Stage 2,1,3
2017 Boels Rentals Ladies Tour Stage 3,5,3
2017 Boels Rentals Ladies Tour Stage 4,1,5
2017 Boels Rentals Ladies Tour Stage 5,6,3
2017 Colorado Classic Stage 1,3,8
2017 Colorado Classic Stage 3,3,1
2017 Criterium du Dauphine Stage 1,2,1
2017 Criterium du Dauphine Stage 6,0,4
2017 Czech Cycling Tour Stage 2,2,2
2017 Czech Cycling Tour Stage 3,2,1
2017 Driedaagse De Panne - Koksijde Stage 1,6,3
2017 Driedaagse De Panne - Koksijde Stage 2,6,3
2017 Driedaagse De Panne - Koksijde Stage 3-1,5,0
2017 Dubai Tour Stage 1,1,3
2017 Dubai Tour Stage 2,1,3
2017 Dubai Tour Stage 4,2,5
2017 Dubai Tour Stage 5,6,3
2017 Emakumeen XXX. Bira Stage 2,2,8
2017 Etoile de Besseges Stage 3,2,2
2017 Giro d'Italia Femminile Internazionale Stage 10,2,8
2017 Giro d'Italia Femminile Internazionale Stage 2,0,4
2017 Giro d'Italia Femminile Internazionale Stage 4,5,0
2017 Giro d'Italia Stage 1,2,2
2017 Giro d'Italia Stage 12,2,1
2017 Giro d'Italia Stage 13,1,3
2017 Giro d'Italia Stage 16,0,4
2017 Giro d'Italia Stage 17,0,4
2017 Giro d'Italia Stage 18,0,4
2017 Giro d'Italia Stage 19,0,4
2017 Giro d'Italia Stage 4,0,4
2017 Giro d'Italia Stage 5,2,8
2017 La Tropicale Amissa Bongo Stage 4,1,3
2017 Osterreich Rundfahrt Stage 2,2,1
2017 Osterreich Rundfahrt Stage 3,2,8
2017 Osterreich Rundfahrt Stage 4,0,4
2017 Osterreich Rundfahrt Stage 5,0,4
2017 OVO Energy Tour of Britain Stage 2,1,2
2017 OVO Energy Tour of Britain Stage 4,1,3
2017 OVO Energy Tour of Britain Stage 6,6,3
2017 OVO Energy Tour of Britain Stage 8,1,7
2017 Paris-Nice Stage 3,2,8
2017 PostNord Danmark Rundt - Tour of Denmark Stage 1,6,3
2017 PostNord Danmark Rundt - Tour of Denmark Stage 3,6,3
2017 PostNord Danmark Rundt - Tour of Denmark Stage 5,6,3
2017 Presidential Cycling Tour of Turkey Stage 1,6,3
2017 Presidential Cycling Tour of Turkey Stage 6,1,5
2017 Route du Sud - La Depeche du Midi Stage 3,0,4
2017 Santos Tour Down Under Stage 6,5,0
2017 Sibiu Cycling Tour Stage 2,0,4
2017 Ster ZLM Toer GP Jan van Heeswijk Stage 1,6,3
2017 Ster ZLM Toer GP Jan van Heeswijk Stage 2,1,2
2017 Ster ZLM Toer GP Jan van Heeswijk Stage 4,5,3
2017 Szlakiem Walk Majora Hubala Stage 1,2,8
2017 Szlakiem Walk Majora Hubala Stage 2-2,5,0
2017 Szlakiem Walk Majora Hubala Stage 4,1,5
2017 The Larry H.Miller Tour of Utah Stage 1,0,4
2017 The Larry H.Miller Tour of Utah Stage 5,3,8
2017 The Larry H.Miller Tour of Utah Stage 6,0,4
2017 Tirreno-Adriatico Stage 2,2,1
2017 Tirreno-Adriatico Stage 4,0,4
2017 Tirreno-Adriatico Stage 5,2,1
2017 Tirreno-Adriatico Stage 6,2,2
2017 Tirreno-Adriatico Stage 7,5,0
2017 Tour d'Azerbaidjan Stage 5,1,3
2017 Tour de France Stage 19,2,1
2017 Tour de France Stage 2,1,5
2017 Tour de France Stage 20,6,3
2017 Tour de France Stage 21,6,3
2017 Tour de France Stage 3,2,2
2017 Tour de France Stage 4,2,8
2017 Tour de France Stage 6,1,5
2017 Tour de France Stage 9,0,4
2017 Tour de l'Ain Stage 4,0,1
2017 Tour de l'Avenir Stage 5,1,3
2017 Tour de l'Avenir Stage 9,0,4
2017 Tour de Luxembourg Stage 3,2,2
2017 Tour de Luxembourg Stage 4,2,2
2017 Tour de Normandie Stage 5,1,5
2017 Tour de Normandie Stage 7,1,7
2017 Tour de Pologne Stage 1,1,5
